Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-27498,1A,7,90,95,2B10,lizard,Teiidae,,dentary,1,1L,bicuspid,100,,none
41229-27499,1A,7,90,95,2B10,lizard,Teiidae,,dentary,1,1L,bicuspid,50,,none
41229-27503,1A,7,90,95,2B10,lizard,,,dentary,1,1L,missing crowns,25,,crown
41229-27507,1A,7,90,95,2B10,lizard,,,humerus,1,1L,,100,,
41229-27509,1A,7,90,95,2B10,lizard,,,humerus,1,1L,,50,,
41229-27485,1,7,90,95,2B10,lizard,Crotaphytidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns, wide teeth",25,,crown
41229-27513,1A,7,90,95,2B10,lizard,Crotaphytidae,,maxilla,1,1L,"eroded crown, lateral sculpturing",25,,crown
41229-27484,1,7,90,95,2B10,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-27512,1A,7,90,95,2B10,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27514,1A,7,90,95,2B10,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,unicuspid,25,,none
41229-27515,1A,7,90,95,2B10,lizard,,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27487,1,7,90,95,2B10,lizard,,,pelvis,1,1L,,50,,
41229-27537,1B,7,90,95,2B10,lizard,,,pelvis,1,1L,,75,,
41229-27538,1B,7,90,95,2B10,lizard,,,pelvis,1,1L,,75,,
41229-27534,1A,7,90,95,2B10,lizard,Teiidae,,postorbital,1,1L,,100,,
41229-27488,1,7,90,95,2B10,lizard,Phrynosomatidae,cf. Sceloporus,pterygoid,1,1L,,100,,
41229-27524,1A,7,90,95,2B10,lizard,Teiidae,,pterygoid,1,1L,,100,,
41229-27525,1A,7,90,95,2B10,lizard,Phrynosomatidae,,quadrate,1,1L,,100,,
41229-27543,1D,7,90,95,2B10,lizard,,,scapulocorocoid,1,1L,,50,,
41229-27527,1A,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1L,two long horns,75,,
41229-27540,1B,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1L,2 long horns 1 small,100,,
41229-27531,1A,7,90,95,2B10,lizard,Phrynosomatidae,,surangular,1,1L,,50,,
41229-27539,1B,7,90,95,2B10,lizard,Phrynosomatidae,Phrynosoma,surangular,1,1L,,75,,
41229-27565,1D,7,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,25,,none
41229-27546,1,7,95,100,2B11,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, deep gutter",75,,none
41229-27545,1,7,95,100,2B11,lizard,Teiidae,,dentary,1,1L,bicuspid some tricuspid,100,,none
41229-27567,1D,7,95,100,2B11,lizard,,,humerus,1,1L,,100,,
41229-27555,1A,7,95,100,2B11,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,100,,none
41229-27569,1D,7,95,100,2B11,lizard,,,maxilla,1,1L,coroded teeth and bone,75,,shaft
41229-27571,1D,7,95,100,2B11,lizard,,,pelvis,1,1L,,100,,
41229-27599,1E,7,100,105,2B13,lizard,Anguidae,,coronoid,1,1L,,75,,
41229-27581,1A,7,100,105,2B12,lizard,Pleurodonta cf. Phrynotomatidae,,coronoid,1,1L,,100,,
41229-27575,1,7,100,105,2B12,lizard,Crotaphytidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, wide teeth, wide sup mk lip",100,,crown
41229-27574,1,7,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"slightly tricuspid, slightly eroded tooth crowns",50,,crown
41229-27582,1A,7,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns and shaft",100,,shaft
41229-27588,1C,7,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27590,1C,7,100,105,2B12,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229-27600,1E,7,100,105,2B13,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27602,1E,7,100,105,2B13,lizard,Phrynosomatidae,cf. Urosaurus,dentary,1,1L,"unicuspid, fused mk",100,,none
41229-27603,1E,7,100,105,2B13,lizard,Phrynosomatidae,cf. Urosaurus,dentary,1,1L,"slightly tricuspid, fused mk",100,,crown
41229-27589,1C,7,100,105,2B12,lizard,Pleurodonta cf. Crotaphytidae,,dentary,1,1L,"eroded crown, wide teeth, wide sup mk lip",25,,crown
41229-27592,1C,7,100,105,2B12,lizard,Teiidae,,dentary,1,1L,bicuspid,100,,none
41229-27583,1A,7,100,105,2B12,lizard,,,femur,1,1L,,100,,
41229-27577,1,7,100,105,2B12,lizard,,,humerus,1,1L,,100,,
41229-27578,1,7,100,105,2B12,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,,crown
41229-27593,1C,7,100,105,2B12,lizard,,,pelvis,1,1L,,50,,
41229-27596,1D,7,100,105,2B13,lizard,,,pelvis,1,1L,,50,,
41229-27614,1,8,105,110,2B15,lizard,Anguidae,cf. Gerrhonotus,dentary,1,1L,"unicuspid, recurved teeth",25,,crown
41229-27620,1A,8,105,110,2B14,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,100,,none
41229-27627,1C,8,105,110,2B14,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27628,1C,8,105,110,2B14,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27631,1C,8,105,110,2B15,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, deep gutter",75,,crown
41229-27630,1C,8,105,110,2B14,lizard,,,dentary,1,1L,eroded tooth shaft and crown,75,,shaft
41229-27635,1C,8,105,110,2B15,lizard,,,dentary,1,1L,"eroded crown,fragment",0,,crown
41229-27615,1,8,105,110,2B15,lizard,,,femur,1,1L,,100,,
41229-27621,1A,8,105,110,2B14,lizard,,,femur,1,1L,,100,,
41229-27623,1A,8,105,110,2B15,lizard,Phrynosomatidae,Phrynosoma,frontal,1,1L,fragment,25,,
41229-27633,1C,8,105,110,2B14,lizard,Phrynosomatidae,,maxilla,1,1L,tricuspid,100,,none
41229-27643,1D,8,105,110,2B14,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27644,1D,8,105,110,2B14,lizard,Phrynosomatidae,,maxilla,1,1L,tricuspid,100,,none
41229-27646,1D,8,105,110,2B14,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, eroded tooth crowns",25,,crown
41229-27624,1A,8,105,110,2B14,lizard,,,maxilla,1,1L,"eroded crown, wide teeth,fragment",25,,crown
41229-27648,1D,8,105,110,2B14,lizard,,,scapulocorocoid,1,1L,,100,,
41229-27666,1B,8,110,115,2B16,lizard,cf. Phrynosomatidae,,dentary,1,1L,eroded tooth shaft and crown,75,,shaft
41229-27674,1D,8,110,115,2B17,lizard,,,humerus,1,1L,,25,,
41229-27677,1D,8,110,115,2B17,lizard,Phrynosomatidae,,maxilla,1,1L,slightly eroded tooth crowns,50,,crown
41229-27678,1D,8,110,115,2B17,lizard,Teiidae,,maxilla,1,1L,bicuspid slightly eroded tooth crowns,75,,crown
41229-27680,1D,8,110,115,2B17,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,parietal,1,1L,"1 long horn, 1 small middle horn,fragment",50,,
41229-27699,1D,8,115,120,2B17,lizard,Teiidae,,coronoid,1,1L,,100,,
41229-27694,1A,8,115,120,2B17,lizard,Phrynosomatidae,,dentary,1,1L,tricuspid,75,,none
41229-27713,1E,8,115,120,2B17,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,100,,none
41229-27688,1,8,115,120,2B17,lizard,Teiidae,,dentary,1,1L,bicuspid some tricuspid,100,,none
41229-27702,1D,8,115,120,2B17,lizard,,,humerus,1,1L,,100,,
41229-27715,1E,8,115,120,2B17,lizard,Phrynosomatidae,,maxilla,1,1L,tricuspid,100,,none
41229-27691,1,8,115,120,2B17,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,"unicuspid, slightly eroded cown",100,,crown
41229-27704,1D,8,115,120,2B17,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,"unicuspid, striated crowns",75,,none
41229-27690,1,8,115,120,2B17,lizard,Teiidae,,maxilla,1,1L,bicuspid,100,,none
41229-27708,1D,8,115,120,2B17,lizard,,,braincase,1,1L,otooccipital,,,
41229-27706,1D,8,115,120,2B17,lizard,,,pelvis,1,1L,,75,,
41229-27707,1D,8,115,120,2B17,lizard,,,pelvis,1,1L,,50,,
41229-27716,1E,8,115,120,2B17,lizard,cf. Scincidae,,prefrontal,1,1L,,100,,
41229-27738,1B,9,120,125,2C2,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27739,1B,9,120,125,2C2,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27733,1A,9,120,125,2C1,lizard,Teiidae,,dentary,1,1L,bicuspid some tricuspid,100,,none
41229-27731,1A,9,120,125,2C1,lizard,,,dentary,1,1L,"unicuspid, striated crowns",0,,none
41229-27719,1,9,120,125,2C1,lizard,,,femur,1,1L,,100,,
41229-27740,1B,9,120,125,2C2,lizard,,,femur,1,1L,,100,,
41229-27734,1A,9,120,125,2C1,lizard,cf. Phrynosomatidae,,jugal,1,1L,,100,,
41229-27750,1D,9,120,125,2C2,lizard,cf. Scincidae,,jugal,1,1L,,75,,
41229-27751,1D,9,120,125,2C2,lizard,,,jugal,1,1L,fragment,50,,
41229-27735,1A,9,120,125,2C1,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,unicuspid,100,,none
41229-27736,1A,9,120,125,2C1,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-27752,1D,9,120,125,2C2,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid,  eroded tooth crowns",50,,crown
41229-27741,1B,9,120,125,2C2,lizard,Phrynosomatidae,Phrynosoma,parietal,1,1L,"1 long horn,fragment",25,,
41229-27727,1,9,120,125,2C1,lizard,,,scapulocorocoid,1,1L,,100,,
41229-27742,1B,9,120,125,2C2,lizard,,,scapulocorocoid,1,1L,fragment,25,,
41229-27759,1,9,125,130,2C4,lizard,Anguidae,Ophisaurus,dentary,1,1L,unicuspid,50,,none
41229-27780,1E,9,125,130,2C4,lizard,cf. Scincidae,,dentary,1,1L,"unicuspid, striated crowns",50,,
41229-27779,1E,9,125,130,2C4,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27781,1E,9,125,130,2C4,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27768,1B,9,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,unicuspid,75,,none
41229-27775,1D,9,125,130,2C3,lizard,,,pelvis,1,1L,,50,,
41229-27793,1E,9,125,130,2C4,lizard,Phrynosomatidae,Phrynosoma,surangular,1,1L,,100,,
41229-27854,1D/E,9,130,135,2C6,lizard,Crotaphytidae,,dentary,1,1L,tricuspid,100,,none
41229-27826,1D,9,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,"unicuspid, slightly eroded cown",75,,crown
41229-27832,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27833,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27834,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27835,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,25,,none
41229-27836,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27837,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27838,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27839,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27840,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,75,,none
41229-27841,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,unicuspid,50,,none
41229-27849,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27850,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-27851,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid,  eroded tooth crowns",75,,crown
41229-27852,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-27853,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-27811,1A,9,130,135,2C6,lizard,Scincidae,,dentary,1,1L,"unicuspid, striated crowns",100,,none
41229-27824,1D,9,130,135,2C5,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,unicuspid,75,,none
41229-27859,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27860,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,75,,
41229-27861,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,75,,
41229-27862,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27863,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27864,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27865,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27866,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27867,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,75,,
41229-27868,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,75,,
41229-27869,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27870,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27871,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27872,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27873,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27874,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27875,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,75,,
41229-27876,1D/E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27964,1E,9,130,135,2C6,lizard,,,femur,1,1L,,100,,
41229-27813,1A,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27830,1D,9,130,135,2C5,lizard,,,humerus,1,1L,,75,,
41229-27911,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27912,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27913,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27914,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27915,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27916,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,100,,
41229-27917,1D/E,9,130,135,2C6,lizard,,,humerus,1,1L,,75,,
41229-27966,1E,9,130,135,2C6,lizard,,,humerus,1,1L,,75,,
41229-27967,1E,9,130,135,2C6,lizard,,,humerus,1,1L,,25,,
41229-27814,1A,9,130,135,2C6,lizard,cf. Phrynosomatidae,,jugal,1,1L,,75,,
41229-27801,1,9,130,135,2C6,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-27927,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,50,,none
41229-27928,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,100,,none
41229-27929,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,,100,,none
41229-27933,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,,crown
41229-27934,1D/E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,unicuspid,50,,none
41229-27805,1,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27806,1,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27942,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27943,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27944,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27945,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27946,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27947,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27948,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27949,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27950,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27952,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27953,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27954,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27955,1D/E,9,130,135,2C6,lizard,,,pelvis,1,1L,,75,,
41229-27970,1E,9,130,135,2C6,lizard,,,pelvis,1,1L,,50,,
41229-27808,1,9,130,135,2C6,lizard,,,scapulocorocoid,1,1L,,100,,
41229-27817,1A,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1L,2 long horns,75,,
41229-27821,1B,9,130,135,2C5,lizard,Phrynosomatidae,Phrynosoma,squamosal,1,1L,2 long horns,75,,
41229-27973,1E,9,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,surangular,1,1L,,100,,
41229-27976,1,10,135,140,2C8,lizard,Crotaphytidae,,dentary,1,1L,"tricuspid, wide teeth",25,,crown
41229-28020,1E,10,135,140,2C8,lizard,Crotaphytidae,,dentary,1,1L,,75,,crown
41229-28022,1E,10,135,140,2C8,lizard,Crotaphytidae,,dentary,1,1L,,25,,crown
41229-27996,1A,10,135,140,2C7,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28008,1D,10,135,140,2C8,lizard,Phrynosomatidae,,dentary,1,1L,eroded tooth shaft and crown,75,,shaft
41229-28018,1E,10,135,140,2C8,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,100,,crown
41229-28019,1E,10,135,140,2C8,lizard,Phrynosomatidae,,dentary,1,1L,,50,,crown
41229-28021,1E,10,135,140,2C8,lizard,Phrynosomatidae,,dentary,1,1L,,75,,crown
41229-28023,1E,10,135,140,2C8,lizard,Phrynosomatidae,,dentary,1,1L,,50,,none
41229-27977,1,10,135,140,2C8,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, striated crowns",75,,crown
41229-28028,1E,10,135,140,2C8,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,,50,,crown
41229-28029,1E,10,135,140,2C8,lizard,Teiidae,,dentary,1,1L,,100,,none
41229-27997,1A,10,135,140,2C7,lizard,,,dentary,1,1L,"missng crowns, coroded shaft",50,,shaft
41229-27983,1,10,135,140,2C8,lizard,,,femur,1,1L,,100,,
41229-28030,1E,10,135,140,2C8,lizard,,,femur,1,1L,,100,,
41229-28045,1E,10,135,140,2C8,lizard,cf. Scincidae,,maxilla,1,1L,"unicuspid, striated crowns",25,,crown
41229-27989,1,10,135,140,2C8,lizard,Crotaphytidae,,maxilla,1,1L,"tricuspid, wide teeth",100,,crown
41229-27988,1,10,135,140,2C8,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,,crown
41229-28011,1D,10,135,140,2C8,lizard,Phrynosomatidae,,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",25,,crown
41229-28043,1E,10,135,140,2C8,lizard,Phrynosomatidae,,maxilla,1,1L,,100,,crown
41229-27991,1,10,135,140,2C8,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,,100,,none
41229-27992,1,10,135,140,2C8,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,,50,,none
41229-28000,1A,10,135,140,2C7,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,,100,,crown
41229-27990,1,10,135,140,2C8,lizard,Teiidae,,maxilla,1,1L,,100,,none
41229-28006,1B,10,135,140,2C7,lizard,Teiidae,,maxilla,1,1L,bicuspid slightly eroded tooth crowns,75,,crown
41229-28012,1D,10,135,140,2C8,lizard,,,maxilla,1,1L,eroded tooth shaft and crown,25,,shaft
41229-28046,1E,10,135,140,2C8,lizard,,,pelvis,1,1L,,75,,
41229-28047,1E,10,135,140,2C8,lizard,,,pelvis,1,1L,,75,,
41229-28048,1E,10,135,140,2C8,lizard,,,scapulocorocoid,1,1L,,100,,
41229-28049,1E,10,135,140,2C8,lizard,,,scapulocorocoid,1,1L,,100,,
41229-28050,1E,10,135,140,2C8,lizard,,,scapulocorocoid,1,1L,,75,,
41229-28063,1A,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28066,1A,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28077,1B,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,in glue,25,,none
41229-28078,1B,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"slightly tricuspid, slightly eroded tooth crowns",50,,crown
41229-28079,1B,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,"in glue, fragment",25,,none
41229-28089,1C,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,50,,none
41229-28090,1C,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,75,,none
41229-28092,1C,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
41229-28117,1E,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1L,,75,,none
41229-28118,1E,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28119,1E,10,140,145,2C9,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
41229-28120,1E,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, striated crowns",75,,crown
41229-28121,1E,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, striated crowns",75,,crown
41229-28122,1E,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, striated crowns",75,,crown
41229-28123,1E,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,dentary,1,1L,"unicuspid, striated crowns",75,,crown
41229-28087,1B,10,140,145,2C9,lizard,,,dentary,1,1L,"unicuspid, in glue",0,,crown
41229-28056,1,10,140,145,2C9,lizard,,,femur,1,1L,,100,,
41229-28067,1A,10,140,145,2C9,lizard,,,femur,1,1L,,100,,
41229-28132,1E,10,140,145,2C9,lizard,,,femur,1,1L,,100,,
41229-28068,1A,10,140,145,2C9,lizard,,,humerus,1,1L,,100,,
41229-28082,1B,10,140,145,2C9,lizard,,,humerus,1,1L,,75,,
41229-28099,1C,10,140,145,2C9,lizard,,,humerus,1,1L,,100,,
41229-28100,1C,10,140,145,2C9,lizard,,,humerus,1,1L,,100,,
41229-28112,1D,10,140,145,2C9,lizard,,,humerus,1,1L,,100,,
41229-28069,1A,10,140,145,2C9,lizard,Pleurodonta cf. Phrynotomatidae,,jugal,1,1L,,100,,
41229-28149,1E,10,140,145,2C9,lizard,Anguidae,,maxilla,1,1L,"unicuspid, recurved teeth",50,,none
41229-28114,1D,10,140,145,2C9,lizard,Crotaphytidae,,maxilla,1,1L,in 2 pieces,100,,none
41229-28070,1A,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28071,1A,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28072,1A,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28103,1C,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28104,1C,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28105,1C,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-28115,1D,10,140,145,2C9,lizard,Phrynosomatidae,,maxilla,1,1L,missing teeth,50,,shaft
41229-28073,1A,10,140,145,2C9,lizard,Pleurodonta,,maxilla,1,1L,unicuspid,25,,none
41229-28083,1B,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,,50,,crown
41229-28084,1B,10,140,145,2C9,lizard,Scincidae,cf. Plestiodon,maxilla,1,1L,"unicuspid, striated crowns",100,,crown
41229-28148,1E,10,140,145,2C9,lizard,Teiidae,,maxilla,1,1L,"bicuspid, some tricuspid ",100,,none
41229-28106,1C,10,140,145,2C9,lizard,,,pelvis,1,1L,,50,,
41229-28154,1E,10,140,145,2C9,lizard,,,pelvis,1,1L,,75,,
41229-28155,1E,10,140,145,2C9,lizard,,,pelvis,1,1L,,50,,
41229-28075,1A,10,140,145,2C9,lizard,Phrynosomatidae,,pterygoid,1,1L,,100,,
41229-28159,1E,10,140,145,2C9,lizard,,,scapulocorocoid,1,1L,,75,,
41229-28109,1C,10,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma,surangular,1,1L,,75,,
41229-28173,1A,10,145,165,2C11,lizard,,,humerus,1,1L,,100,,
41229-28177,1B,10,145,150,2C11,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",25,,crown
41229-28178,1B,10,145,150,2C11,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",50,,crown
41229-28179,1B,10,145,150,2C11,lizard,Phrynosomatidae,,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,,crown
